date,time,lat,lon,altitude,num satellites
07/10/2023,18:38:03,44.580418,-123.273998,,10
07/10/2023,18:38:33,44.580428,-123.274023,,10
07/10/2023,18:39:03,44.580446,-123.274076,169.7,12
07/10/2023,18:39:33,44.58047,-123.274033,,10
07/10/2023,18:40:02,44.580465,-123.274031,170.4,10
07/10/2023,18:40:33,44.58046,-123.274023,,10
07/10/2023,18:41:02,44.580426,-123.273996,,10
07/10/2023,18:41:32,44.580425,-123.273996,172.9,10
07/10/2023,18:42:02,44.580361,-123.274013,,10
07/10/2023,18:42:32,44.580363,-123.274011,175.4,9
07/10/2023,18:43:03,44.580399,-123.273986,,10
07/10/2023,18:43:33,44.580399,-123.273983,175.9,10
07/10/2023,18:44:02,44.580418,-123.274031,177.4,11
07/10/2023,18:44:32,44.580413,-123.274076,,10
07/10/2023,18:45:02,44.580401,-123.274021,,10
07/10/2023,18:45:32,44.580396,-123.273903,,9
07/10/2023,18:46:03,44.580441,-123.273801,,9
07/10/2023,18:46:33,44.580496,-123.27388,,9
07/10/2023,18:47:03,44.58053,-123.273886,,9
07/10/2023,18:47:33,44.580658,-123.273938,,9
07/10/2023,18:48:02,44.580715,-123.274046,,9
07/10/2023,18:48:32,44.580713,-123.274045,168.3,9
07/10/2023,18:49:02,44.580571,-123.273961,,9
07/10/2023,18:49:32,44.580446,-123.273866,,9
07/10/2023,18:50:02,44.580446,-123.273864,160.4,6
07/10/2023,18:50:32,44.580405,-123.273766,,9
07/10/2023,18:51:03,44.580399,-123.273765,155.8,6
07/10/2023,18:51:33,44.580358,-123.2737,,9
07/10/2023,18:52:03,44.580356,-123.273696,148.8,6
07/10/2023,18:52:33,44.580265,-123.273776,,9
07/10/2023,18:53:03,44.580196,-123.273889,121.3,7
07/10/2023,18:53:33,44.580235,-123.273958,,9
07/10/2023,18:54:02,44.580231,-123.273956,115.5,7
07/10/2023,18:54:33,44.580565,-123.274244,,9
07/10/2023,18:55:02,44.580634,-123.274291,,9
07/10/2023,18:55:32,44.580406,-123.274105,,
07/10/2023,18:56:02,44.58041,-123.274105,106.8,7
07/10/2023,18:56:32,44.58037,-123.274036,,9
07/10/2023,18:57:03,44.580368,-123.274036,96.4,7
07/10/2023,18:57:33,44.580286,-123.274043,,10
07/10/2023,18:58:03,44.580288,-123.274043,92.5,7
07/10/2023,18:58:33,44.580345,-123.274126,,10
07/10/2023,18:59:03,44.580401,-123.274145,,10
07/10/2023,18:59:33,44.580516,-123.274188,,10
07/10/2023,19:00:02,44.580518,-123.274188,91.0,7
07/10/2023,19:00:32,44.580498,-123.274194,98.2,9
07/10/2023,19:01:02,44.580475,-123.274186,,10
07/10/2023,19:01:32,44.580486,-123.274188,97.1,7
07/10/2023,19:02:03,44.58061,-123.274178,,10
07/10/2023,19:02:33,44.580843,-123.274185,,10
07/10/2023,19:03:02,44.580845,-123.274168,108.5,8
07/10/2023,19:03:33,44.580525,-123.274191,107.3,6
07/10/2023,19:04:03,44.580476,-123.27415,,10
07/10/2023,19:04:33,44.580471,-123.274141,102.1,6
07/10/2023,19:05:02,44.58033,-123.274003,,10
07/10/2023,19:05:32,44.58029,-123.273981,92.3,7
07/10/2023,19:06:02,44.58033,-123.273983,,10
07/10/2023,19:06:32,44.580295,-123.274028,,10
07/10/2023,19:07:03,44.580295,-123.27403,86.3,6
07/10/2023,19:07:33,44.58024,-123.274043,,10
07/10/2023,19:08:03,44.580218,-123.274076,,10
07/10/2023,19:08:33,44.58022,-123.274075,69.8,8
07/10/2023,19:09:02,44.580156,-123.274065,,10
07/10/2023,19:09:32,44.58017,-123.274065,,10
07/10/2023,19:10:02,44.580164,-123.274063,68.4,8
07/10/2023,19:10:32,44.580171,-123.27403,,10
07/10/2023,19:11:02,44.58017,-123.274028,67.4,9
07/10/2023,19:11:32,44.580203,-123.274085,,10
07/10/2023,19:12:03,44.580203,-123.274085,65.9,9
07/10/2023,19:12:33,44.58037,-123.274151,61.2,9
07/10/2023,19:13:02,44.58063,-123.274244,60.2,9
07/10/2023,19:13:32,44.5807,-123.274288,,
07/10/2023,19:14:02,44.580688,-123.274285,60.6,10
07/10/2023,19:14:32,44.580688,-123.27436,,10
07/10/2023,19:15:03,44.580693,-123.274358,65.4,11
07/10/2023,19:15:33,44.580893,-123.274431,,10
07/10/2023,19:16:03,44.580891,-123.274428,84.3,6
07/10/2023,19:16:33,44.580748,-123.27435,,10
07/10/2023,19:17:02,44.580738,-123.274351,90.9,9
07/10/2023,19:17:32,44.580593,-123.274233,,10
07/10/2023,19:18:02,44.580583,-123.274221,97.7,9
07/10/2023,19:18:32,44.580286,-123.273943,,10
07/10/2023,19:19:02,44.580413,-123.274015,,10
07/10/2023,19:19:32,44.58045,-123.274076,,10
07/10/2023,19:20:03,44.58045,-123.27408,97.8,11
07/10/2023,19:20:33,44.580606,-123.274225,,10
07/10/2023,19:21:03,44.580608,-123.274226,98.4,11
07/10/2023,19:21:33,44.58072,-123.274395,,10
07/10/2023,19:22:03,44.580726,-123.2744,99.1,9
07/10/2023,19:22:33,44.580858,-123.274566,,10
07/10/2023,19:23:02,44.580856,-123.274568,99.4,11
07/10/2023,19:23:33,44.580811,-123.274495,,10
07/10/2023,19:24:02,44.580813,-123.274495,103.0,10
07/10/2023,19:24:33,44.580835,-123.27449,,10
07/10/2023,19:25:02,44.580811,-123.274461,,10
07/10/2023,19:25:32,44.580811,-123.274463,104.6,12
07/10/2023,19:26:03,44.580798,-123.274455,106.3,15
07/10/2023,19:26:33,44.580791,-123.274443,,10
07/10/2023,19:27:03,44.58079,-123.274445,106.6,14
07/10/2023,19:27:33,44.580791,-123.274411,,10
07/10/2023,19:28:03,44.58079,-123.274418,106.3,14
07/10/2023,19:28:33,44.580863,-123.274446,,10
07/10/2023,19:29:02,44.580865,-123.274451,105.2,11
07/10/2023,19:29:33,44.580811,-123.274435,,10
07/10/2023,19:30:02,44.580813,-123.274436,104.8,11
07/10/2023,19:30:32,44.580776,-123.274403,,10
07/10/2023,19:31:02,44.580774,-123.274406,105.2,11
07/10/2023,19:31:32,44.580756,-123.274386,,10
07/10/2023,19:32:02,44.58077,-123.274381,,10
07/10/2023,19:32:32,44.580781,-123.274366,,10
07/10/2023,19:33:03,44.580756,-123.274363,,10
07/10/2023,19:33:33,44.580753,-123.274361,107.4,12
07/10/2023,19:34:02,44.5808,-123.274401,,10
07/10/2023,19:34:32,44.580803,-123.274403,107.1,12
07/10/2023,19:35:02,44.580751,-123.274406,,10
07/10/2023,19:35:32,44.580755,-123.274406,105.0,12
07/10/2023,19:36:03,44.580758,-123.274413,,10
07/10/2023,19:36:33,44.580758,-123.274411,103.9,13
07/10/2023,19:37:02,44.58076,-123.274426,,10
07/10/2023,19:37:33,44.580785,-123.274421,,10
07/10/2023,19:38:02,44.580786,-123.274421,101.6,13
07/10/2023,19:38:32,44.580848,-123.274458,,10
07/10/2023,19:39:02,44.580768,-123.274436,,10
07/10/2023,19:39:32,44.580765,-123.274436,101.7,9
07/10/2023,19:40:03,44.580711,-123.274398,,
07/10/2023,19:40:33,44.580708,-123.274403,,11
07/10/2023,19:41:02,44.58071,-123.274401,101.3,12
07/10/2023,19:41:32,44.580658,-123.274371,101.7,12
07/10/2023,19:42:03,44.580506,-123.274286,101.5,11
07/10/2023,19:42:32,44.580506,-123.274286,,
07/10/2023,19:43:03,44.58063,-123.274341,,11
07/10/2023,19:43:33,44.580631,-123.274343,100.2,11
07/10/2023,19:44:02,44.580706,-123.274386,,11
07/10/2023,19:44:32,44.580705,-123.274385,100.8,9
07/10/2023,19:45:02,44.580676,-123.274363,,11
07/10/2023,19:45:32,44.580678,-123.274361,98.8,10
07/10/2023,19:46:03,44.58062,-123.274306,,11
07/10/2023,19:46:33,44.580626,-123.274308,92.8,10
07/10/2023,19:47:02,44.580575,-123.274311,,11
07/10/2023,19:47:32,44.580591,-123.274338,86.0,9
07/10/2023,19:48:02,44.580598,-123.27434,,11
07/10/2023,19:48:32,44.58061,-123.274378,,11
07/10/2023,19:49:03,44.58064,-123.274406,,10
07/10/2023,19:49:33,44.58064,-123.274403,87.4,7
07/10/2023,19:50:03,44.58062,-123.27431,,10
07/10/2023,19:50:32,44.580621,-123.274308,86.9,8
07/10/2023,19:51:02,44.58065,-123.274305,,11
07/10/2023,19:51:32,44.580641,-123.27426,87.5,8
07/10/2023,19:52:03,44.580678,-123.274368,87.6,10
07/10/2023,19:52:33,44.580658,-123.274371,,11
07/10/2023,19:53:03,44.580648,-123.274376,,11
07/10/2023,19:53:33,44.58065,-123.27438,88.0,10
07/10/2023,19:54:02,44.580643,-123.274416,,11
07/10/2023,19:54:32,44.580661,-123.274436,,11
07/10/2023,19:55:02,44.58068,-123.274455,,11
07/10/2023,19:55:32,44.580681,-123.274453,98.0,9
07/10/2023,19:56:03,44.580618,-123.274203,96.5,10
07/10/2023,19:56:33,44.58055,-123.274226,95.9,10
07/10/2023,19:57:02,44.580578,-123.27426,,
07/10/2023,19:57:32,44.58058,-123.27426,97.0,10
07/10/2023,19:58:02,44.580623,-123.274331,,10
07/10/2023,19:58:32,44.580621,-123.274333,98.3,10
07/10/2023,19:59:03,44.58082,-123.274425,,10
07/10/2023,19:59:33,44.580815,-123.274425,97.5,9
07/10/2023,20:00:02,44.58076,-123.274345,,10
07/10/2023,20:00:32,44.580755,-123.27435,101.1,8
07/10/2023,20:01:02,44.580711,-123.274458,,10
07/10/2023,20:01:32,44.580773,-123.274536,,10
07/10/2023,20:02:03,44.580681,-123.274473,,10
07/10/2023,20:02:33,44.580726,-123.27449,,10
07/10/2023,20:03:03,44.580726,-123.274488,112.9,8
07/10/2023,20:03:33,44.580935,-123.27439,,10
07/10/2023,20:04:03,44.580936,-123.274388,112.2,5
07/10/2023,20:04:33,44.580981,-123.274403,,10
07/10/2023,20:05:03,44.581063,-123.274351,,10
07/10/2023,20:05:32,44.581065,-123.274355,104.1,6
07/10/2023,20:06:02,44.581106,-123.27435,,10
07/10/2023,20:06:32,44.58111,-123.27435,93.5,6
07/10/2023,20:07:03,44.581155,-123.274383,96.4,8
07/10/2023,20:07:33,44.581173,-123.274351,,9
07/10/2023,20:08:03,44.58118,-123.274351,95.7,7
07/10/2023,20:08:33,44.581093,-123.27438,88.8,7
07/10/2023,20:09:02,44.581058,-123.274298,76.7,8
07/10/2023,20:09:33,44.580741,-123.274499,76.2,8
07/10/2023,20:10:03,44.580686,-123.274585,,9
07/10/2023,20:10:33,44.58072,-123.274608,82.3,10
07/10/2023,20:11:03,44.58065,-123.274553,,9
07/10/2023,20:11:33,44.580541,-123.274465,,9
07/10/2023,20:12:02,44.580553,-123.274473,95.0,8
07/10/2023,20:12:32,44.580656,-123.274533,,9
07/10/2023,20:13:02,44.580656,-123.274538,93.6,7
07/10/2023,20:13:32,44.580568,-123.274398,,9
07/10/2023,20:14:02,44.580565,-123.274398,,9
07/10/2023,20:14:32,44.580645,-123.274415,,9
07/10/2023,20:15:03,44.58065,-123.274415,106.7,9
07/10/2023,20:15:33,44.580586,-123.274373,,9
07/10/2023,20:16:03,44.580586,-123.274373,98.5,11
07/10/2023,20:16:33,44.580623,-123.274398,,9
07/10/2023,20:17:03,44.580641,-123.274405,,9
07/10/2023,20:17:32,44.580646,-123.274408,85.7,7
07/10/2023,20:18:02,44.580776,-123.274345,81.7,8
07/10/2023,20:18:32,44.580776,-123.274501,,9
07/10/2023,20:19:02,44.580778,-123.274505,75.4,6
07/10/2023,20:19:32,44.580715,-123.274421,,9
07/10/2023,20:20:03,44.580713,-123.274383,,9
07/10/2023,20:20:33,44.580715,-123.27438,74.6,9
07/10/2023,20:21:03,44.580698,-123.274361,73.7,9
07/10/2023,20:21:33,44.5807,-123.274336,,9
07/10/2023,20:22:02,44.580698,-123.274335,72.9,8
07/10/2023,20:22:32,44.580748,-123.274295,,9
07/10/2023,20:23:02,44.580728,-123.274323,,9
07/10/2023,20:23:32,44.580724,-123.274321,74.0,9
07/10/2023,20:24:03,44.580693,-123.274268,,9
07/10/2023,20:24:33,44.580788,-123.274328,,9
07/10/2023,20:25:03,44.58088,-123.274393,,9
07/10/2023,20:25:32,44.580885,-123.274388,74.5,7
07/10/2023,20:26:02,44.580856,-123.274425,,9
07/10/2023,20:26:32,44.580859,-123.27443,72.4,9
07/10/2023,20:27:03,44.580813,-123.274496,,9
07/10/2023,20:27:33,44.580816,-123.274488,,9
07/10/2023,20:28:03,44.580838,-123.274488,,9
07/10/2023,20:28:33,44.580841,-123.27449,72.3,11
07/10/2023,20:29:02,44.580805,-123.274488,,9
07/10/2023,20:29:32,44.580809,-123.274488,73.0,11
07/10/2023,20:30:03,44.580883,-123.274478,,9
07/10/2023,20:30:33,44.58093,-123.274528,,9
07/10/2023,20:31:03,44.580948,-123.274545,,9
07/10/2023,20:31:33,44.580873,-123.274538,,
07/10/2023,20:32:02,44.580875,-123.274546,68.1,12
07/10/2023,20:32:32,44.580816,-123.27447,,9
07/10/2023,20:33:03,44.580806,-123.274461,,9
07/10/2023,20:33:33,44.58079,-123.274366,,9
07/10/2023,20:34:03,44.580793,-123.274365,67.8,7
07/10/2023,20:34:33,44.580724,-123.27433,75.7,10
07/10/2023,20:35:03,44.580715,-123.274316,,9
07/10/2023,20:35:32,44.580718,-123.274316,77.2,11
07/10/2023,20:36:02,44.580778,-123.274303,78.6,10
07/10/2023,20:36:32,44.580748,-123.274325,,9
07/10/2023,20:37:02,44.580748,-123.274325,77.1,10
07/10/2023,20:37:32,44.58069,-123.274265,75.1,9
07/10/2023,20:38:03,44.58069,-123.274293,,9
07/10/2023,20:38:33,44.580693,-123.274295,75.2,10
07/10/2023,20:39:02,44.580738,-123.274346,75.9,8
07/10/2023,20:39:32,44.580615,-123.274403,75.6,8
07/10/2023,20:40:02,44.580665,-123.274403,74.4,8
07/10/2023,20:40:32,44.580751,-123.274431,,9
07/10/2023,20:41:03,44.580726,-123.27442,72.4,6
07/10/2023,20:41:33,44.580774,-123.27441,,9
07/10/2023,20:42:03,44.580771,-123.27441,70.5,7
07/10/2023,20:42:33,44.580728,-123.274288,,9
07/10/2023,20:43:03,44.580813,-123.274383,,9
07/10/2023,20:43:32,44.580741,-123.274255,,9
07/10/2023,20:44:02,44.580756,-123.274246,83.9,6
07/10/2023,20:44:32,44.580761,-123.274336,,9
07/10/2023,20:45:02,44.580766,-123.274341,87.6,10
07/10/2023,20:45:32,44.580756,-123.274268,,9
07/10/2023,20:46:02,44.580748,-123.274268,82.9,9
07/10/2023,20:46:32,44.580746,-123.274248,,9
07/10/2023,20:47:03,44.580881,-123.27439,73.7,8
07/10/2023,20:47:33,44.580885,-123.27433,,9
07/10/2023,20:48:03,44.580916,-123.274263,72.3,9
07/10/2023,20:48:33,44.580943,-123.274215,,9
07/10/2023,20:49:02,44.580938,-123.274208,71.9,8
07/10/2023,20:49:32,44.580915,-123.27407,,9
07/10/2023,20:50:02,44.580913,-123.274063,73.3,8
07/10/2023,20:50:33,44.580821,-123.273903,76.8,8
07/10/2023,20:51:02,44.5808,-123.27385,,9
07/10/2023,20:51:32,44.580651,-123.273848,,9
07/10/2023,20:52:03,44.580658,-123.273851,,9
07/10/2023,20:52:33,44.580661,-123.273851,91.9,8
07/10/2023,20:53:03,44.580705,-123.273905,,9
07/10/2023,20:53:32,44.580691,-123.273908,93.7,10
07/10/2023,20:54:02,44.580786,-123.274231,,9
07/10/2023,20:54:32,44.58079,-123.274228,94.0,8
07/10/2023,20:55:03,44.580766,-123.27438,,
07/10/2023,20:55:33,44.580768,-123.274385,82.7,9
07/10/2023,20:56:02,44.58094,-123.274435,75.7,7
07/10/2023,20:56:32,44.580965,-123.274276,,9
07/10/2023,20:57:02,44.580961,-123.274281,78.9,6
07/10/2023,20:57:32,44.581003,-123.274115,,9
07/10/2023,20:58:03,44.581256,-123.273728,95.6,6
07/10/2023,20:58:32,44.581926,-123.272655,,9
07/10/2023,20:59:02,44.581926,-123.272663,84.4,7
07/10/2023,20:59:32,44.58185,-123.273011,91.8,9
07/10/2023,21:00:03,44.581921,-123.272896,,9
07/10/2023,21:00:33,44.581244,-123.27381,,9
07/10/2023,21:01:02,44.581231,-123.273825,115.7,10
07/10/2023,21:01:33,44.580828,-123.273985,,9
07/10/2023,21:02:02,44.580821,-123.273986,137.7,10
07/10/2023,21:02:33,44.580765,-123.274075,,8
07/10/2023,21:03:02,44.580768,-123.27407,139.8,10
07/10/2023,21:03:32,44.580668,-123.274408,143.4,8
07/10/2023,21:04:02,44.580683,-123.274551,,8
07/10/2023,21:04:32,44.580646,-123.27466,,9
07/10/2023,21:05:03,44.58068,-123.274666,,9
07/10/2023,21:05:33,44.580685,-123.274661,140.8,6
07/10/2023,21:06:02,44.580791,-123.274438,,9
07/10/2023,21:06:32,44.580796,-123.274436,134.7,7
07/10/2023,21:07:02,44.580778,-123.274408,,9
07/10/2023,21:07:32,44.580771,-123.274411,131.5,6
07/10/2023,21:08:03,44.580771,-123.274361,,9
07/10/2023,21:08:33,44.580743,-123.274336,,9
07/10/2023,21:09:03,44.580736,-123.27432,,9
07/10/2023,21:09:32,44.580736,-123.274321,116.5,8
07/10/2023,21:10:02,44.580683,-123.274315,,9
07/10/2023,21:10:32,44.580568,-123.274303,,10
07/10/2023,21:11:02,44.580578,-123.274301,104.3,6
07/10/2023,21:11:32,44.580765,-123.274323,,10
07/10/2023,21:12:03,44.580733,-123.274323,,10
07/10/2023,21:12:33,44.58073,-123.27432,105.6,10
07/10/2023,21:13:03,44.580761,-123.274333,,10
07/10/2023,21:13:33,44.580756,-123.274325,,10
07/10/2023,21:14:02,44.580756,-123.27432,104.4,9
07/10/2023,21:14:32,44.580763,-123.274315,,
07/10/2023,21:15:02,44.580765,-123.274316,108.5,9
07/10/2023,21:15:32,44.580786,-123.274335,,11
07/10/2023,21:16:03,44.580786,-123.274326,105.5,9
07/10/2023,21:16:33,44.580786,-123.27433,104.4,9
07/10/2023,21:17:03,44.580801,-123.274315,,11
07/10/2023,21:17:33,44.580798,-123.274313,105.7,8
07/10/2023,21:18:02,44.580761,-123.274366,,11
07/10/2023,21:18:33,44.580755,-123.274368,,11
07/10/2023,21:19:02,44.580758,-123.274376,104.5,7
07/10/2023,21:19:33,44.580926,-123.274471,,11
07/10/2023,21:20:02,44.580926,-123.274476,106.3,9
07/10/2023,21:20:32,44.58085,-123.274368,,11
07/10/2023,21:21:02,44.58085,-123.274361,,11
07/10/2023,21:21:32,44.580821,-123.274361,,
07/10/2023,21:22:03,44.580823,-123.274356,107.1,11
07/10/2023,21:22:33,44.580805,-123.274366,106.1,11
07/10/2023,21:23:02,44.58078,-123.274428,,11
07/10/2023,21:23:32,44.58078,-123.274425,101.6,10
07/10/2023,21:24:02,44.580718,-123.274441,,11
07/10/2023,21:24:32,44.580695,-123.274363,96.2,12
07/10/2023,21:25:03,44.580696,-123.274321,,11
07/10/2023,21:25:33,44.580676,-123.274305,,11
07/10/2023,21:26:02,44.580605,-123.274333,,11
07/10/2023,21:26:32,44.580591,-123.27435,96.7,9
07/10/2023,21:27:02,44.580601,-123.27433,,11
07/10/2023,21:27:32,44.580605,-123.27432,,
07/10/2023,21:28:03,44.580608,-123.27432,97.2,9
07/10/2023,21:28:33,44.580601,-123.27428,98.8,8
07/10/2023,21:29:03,44.580636,-123.274356,,11
07/10/2023,21:29:32,44.580636,-123.274353,97.5,9
07/10/2023,21:30:02,44.580663,-123.274335,,11
07/10/2023,21:30:32,44.580641,-123.274313,,11
07/10/2023,21:31:03,44.580641,-123.274315,94.0,8
07/10/2023,21:31:33,44.580638,-123.274355,90.9,8
07/10/2023,21:32:03,44.580615,-123.274368,88.9,8
07/10/2023,21:32:33,44.580636,-123.274401,,11
07/10/2023,21:33:03,44.580648,-123.274373,,11
07/10/2023,21:33:33,44.580676,-123.2744,,11
07/10/2023,21:34:03,44.580663,-123.274398,,11
07/10/2023,21:34:32,44.58066,-123.274401,82.8,8
07/10/2023,21:35:02,44.580636,-123.27439,,
07/10/2023,21:35:32,44.58064,-123.274385,80.1,9
07/10/2023,21:36:03,44.580711,-123.2743,,11
07/10/2023,21:36:33,44.580711,-123.274303,80.1,8
07/10/2023,21:37:03,44.580685,-123.274343,,11
07/10/2023,21:37:32,44.580685,-123.274345,80.1,8
07/10/2023,21:38:02,44.58067,-123.274405,,11
07/10/2023,21:38:32,44.580671,-123.274401,75.9,8
07/10/2023,21:39:03,44.580631,-123.274219,,11
07/10/2023,21:39:33,44.580666,-123.274269,,11
07/10/2023,21:40:03,44.580668,-123.274269,74.2,8
07/10/2023,21:40:33,44.580735,-123.274388,,11
07/10/2023,21:41:02,44.580711,-123.27433,,11
07/10/2023,21:41:32,44.580705,-123.274323,71.1,8
07/10/2023,21:42:02,44.58065,-123.274246,,11
07/10/2023,21:42:32,44.580681,-123.27426,,11
07/10/2023,21:43:02,44.580713,-123.274346,,11
07/10/2023,21:43:32,44.580696,-123.274341,,
07/10/2023,21:44:03,44.580695,-123.27434,66.3,9
07/10/2023,21:44:33,44.580656,-123.274373,56.7,8
07/10/2023,21:45:02,44.580685,-123.274393,,11
07/10/2023,21:45:33,44.580656,-123.274368,,11
07/10/2023,21:46:02,44.580655,-123.274368,48.9,6
07/10/2023,21:46:32,44.580636,-123.27444,,10
07/10/2023,21:47:03,44.580658,-123.274503,33.9,9
07/10/2023,21:47:33,44.580648,-123.274448,,10
07/10/2023,21:48:02,44.580631,-123.274431,,9
07/10/2023,21:48:32,44.580628,-123.274431,39.7,8
07/10/2023,21:49:03,44.580646,-123.274433,,9
07/10/2023,21:49:33,44.58065,-123.274441,41.5,9
07/10/2023,21:50:02,44.580628,-123.27445,,9
07/10/2023,21:50:32,44.580628,-123.27445,45.6,8
07/10/2023,21:51:02,44.580668,-123.274401,,
07/10/2023,21:51:32,44.58067,-123.274403,45.9,10
07/10/2023,21:52:02,44.580645,-123.274386,,8
07/10/2023,21:52:32,44.580665,-123.274395,,8
07/10/2023,21:53:03,44.58064,-123.27438,,8
07/10/2023,21:53:33,44.58068,-123.274325,,8
07/10/2023,21:54:03,44.580685,-123.27432,56.2,8
07/10/2023,21:54:33,44.580723,-123.274311,,8
07/10/2023,21:55:03,44.580674,-123.274358,,8
07/10/2023,21:55:33,44.580691,-123.274366,56.8,8
07/10/2023,21:56:02,44.580698,-123.274395,,8
07/10/2023,21:56:32,44.58069,-123.27454,59.4,8
07/10/2023,21:57:02,44.580713,-123.274471,,8
07/10/2023,21:57:32,44.580711,-123.274476,65.4,6
07/10/2023,21:58:03,44.580716,-123.274568,,8
07/10/2023,21:58:33,44.580718,-123.274565,65.5,4
07/10/2023,21:59:02,44.580723,-123.274423,,8
07/10/2023,21:59:32,44.580724,-123.27442,66.9,7
07/10/2023,22:00:03,44.580735,-123.274524,,8
07/10/2023,22:00:33,44.580743,-123.274495,,8
07/10/2023,22:01:03,44.58074,-123.274493,63.0,8
07/10/2023,22:01:33,44.580763,-123.274546,,8
07/10/2023,22:02:02,44.580748,-123.274493,,
07/10/2023,22:02:32,44.580748,-123.274491,62.1,8
07/10/2023,22:03:02,44.5807,-123.274433,,8
07/10/2023,22:03:32,44.580696,-123.274431,63.8,8
07/10/2023,22:04:03,44.580718,-123.274355,,8
07/10/2023,22:04:33,44.580685,-123.274341,,8
07/10/2023,22:05:03,44.580708,-123.274375,,8
07/10/2023,22:05:33,44.580735,-123.274398,,
07/10/2023,22:06:02,44.58073,-123.274396,69.8,10
07/10/2023,22:06:32,44.580695,-123.274355,,8
07/10/2023,22:07:02,44.580695,-123.274355,71.4,10
07/10/2023,22:07:32,44.580701,-123.274355,,8
07/10/2023,22:08:02,44.580706,-123.274361,71.1,8
07/10/2023,22:08:32,44.580746,-123.274355,,8
07/10/2023,22:09:03,44.580748,-123.274355,64.1,9
07/10/2023,22:09:33,44.580785,-123.274478,,8
07/10/2023,22:10:03,44.580691,-123.274566,,8
07/10/2023,22:10:33,44.580746,-123.274566,,8
07/10/2023,22:11:02,44.58075,-123.27457,60.7,7
07/10/2023,22:11:33,44.580748,-123.274481,61.1,7
07/10/2023,22:12:03,44.580788,-123.274549,,8
07/10/2023,22:12:33,44.580798,-123.274528,,8
07/10/2023,22:13:02,44.580791,-123.274524,61.3,8
07/10/2023,22:13:32,44.580808,-123.274526,,
07/10/2023,22:14:02,44.580808,-123.274524,58.9,8
07/10/2023,22:14:32,44.580816,-123.27451,,8
07/10/2023,22:15:03,44.580805,-123.274508,,8
07/10/2023,22:15:33,44.580785,-123.274463,,8
07/10/2023,22:16:02,44.580765,-123.274395,59.0,11
07/10/2023,22:16:33,44.580745,-123.274376,,9
